Field,Action,Processing Action,Number of Slashes
hometourRooms/2/name,Table: home_tour_rooms,One:Many,2
hometourRooms/2/nameWithType,Table: home_tour_rooms,One:Many,2
hometourRooms/2/roomTypeId,Table: home_tour_rooms,One:Many,2
hometourRooms/3/highlightsHometour/0,Table: home_tour_rooms,One:Many,3
hometourRooms/3/highlightsHometour/1,Table: home_tour_rooms,One:Many,3
hometourRooms/3/icons/0/type,Table: home_tour_rooms,One:Many,4
hometourRooms/3/icons/0/url,Table: home_tour_rooms,One:Many,4
hometourRooms/3/icons/1/type,Table: home_tour_rooms,One:Many,4
hometourRooms/3/icons/1/url,Table: home_tour_rooms,One:Many,4
hometourRooms/3/icons/2/type,Table: home_tour_rooms,One:Many,4
hometourRooms/3/icons/2/url,Table: home_tour_rooms,One:Many,4
hometourRooms/3/icons/3/type,Table: home_tour_rooms,One:Many,4
hometourRooms/3/icons/3/url,Table: home_tour_rooms,One:Many,4
hometourRooms/3/icons/4/type,Table: home_tour_rooms,One:Many,4
hometourRooms/3/icons/4/url,Table: home_tour_rooms,One:Many,4
hometourRooms/3/id,Table: home_tour_rooms,One:Many,2
hometourRooms/3/isShared,Table: home_tour_rooms,One:Many,2
hometourRooms/3/name,Table: home_tour_rooms,One:Many,2
hometourRooms/3/nameWithType,Table: home_tour_rooms,One:Many,2
hometourRooms/3/roomTypeId,Table: home_tour_rooms,One:Many,2
hometourRooms/4/highlightsHometour/0,Table: home_tour_rooms,One:Many,3
hometourRooms/4/highlightsHometour/1,Table: home_tour_rooms,One:Many,3
hometourRooms/4/icons/0/type,Table: home_tour_rooms,One:Many,4
hometourRooms/4/icons/0/url,Table: home_tour_rooms,One:Many,4
hometourRooms/4/icons/1/type,Table: home_tour_rooms,One:Many,4
hometourRooms/4/icons/1/url,Table: home_tour_rooms,One:Many,4
hometourRooms/4/icons/2/type,Table: home_tour_rooms,One:Many,4
hometourRooms/4/icons/2/url,Table: home_tour_rooms,One:Many,4
hometourRooms/4/icons/3/type,Table: home_tour_rooms,One:Many,4
hometourRooms/4/icons/3/url,Table: home_tour_rooms,One:Many,4
hometourRooms/4/icons/4/type,Table: home_tour_rooms,One:Many,4
hometourRooms/4/icons/4/url,Table: home_tour_rooms,One:Many,4
hometourRooms/4/id,Table: home_tour_rooms,One:Many,2
hometourRooms/4/isShared,Table: home_tour_rooms,One:Many,2
hometourRooms/4/name,Table: home_tour_rooms,One:Many,2
hometourRooms/4/nameWithType,Table: home_tour_rooms,One:Many,2
hometourRooms/4/roomTypeId,Table: home_tour_rooms,One:Many,2
hometourRooms/5/highlightsHometour/0,Table: home_tour_rooms,One:Many,3
hometourRooms/5/highlightsHometour/1,Table: home_tour_rooms,One:Many,3
hometourRooms/5/icons/0/type,Table: home_tour_rooms,One:Many,4
hometourRooms/5/icons/0/url,Table: home_tour_rooms,One:Many,4
hometourRooms/5/icons/1/type,Table: home_tour_rooms,One:Many,4
hometourRooms/5/icons/1/url,Table: home_tour_rooms,One:Many,4
hometourRooms/5/icons/2/type,Table: home_tour_rooms,One:Many,4
hometourRooms/5/icons/2/url,Table: home_tour_rooms,One:Many,4
hometourRooms/5/icons/3/type,Table: home_tour_rooms,One:Many,4
hometourRooms/5/icons/3/url,Table: home_tour_rooms,One:Many,4
hometourRooms/5/icons/4/type,Table: home_tour_rooms,One:Many,4
hometourRooms/5/icons/4/url,Table: home_tour_rooms,One:Many,4
hometourRooms/5/icons/5/type,Table: home_tour_rooms,One:Many,4
hometourRooms/5/icons/5/url,Table: home_tour_rooms,One:Many,4
hometourRooms/5/icons/6/type,Table: home_tour_rooms,One:Many,4
hometourRooms/5/icons/6/url,Table: home_tour_rooms,One:Many,4
hometourRooms/5/id,Table: home_tour_rooms,One:Many,2
hometourRooms/5/isShared,Table: home_tour_rooms,One:Many,2
hometourRooms/5/name,Table: home_tour_rooms,One:Many,2
hometourRooms/5/nameWithType,Table: home_tour_rooms,One:Many,2
hometourRooms/5/roomTypeId,Table: home_tour_rooms,One:Many,2
hometourRooms/6/highlightsHometour/0,Table: home_tour_rooms,One:Many,3
hometourRooms/6/highlightsHometour/1,Table: home_tour_rooms,One:Many,3
hometourRooms/6/icons/0/type,Table: home_tour_rooms,One:Many,4
hometourRooms/6/icons/0/url,Table: home_tour_rooms,One:Many,4
hometourRooms/6/icons/1/type,Table: home_tour_rooms,One:Many,4
hometourRooms/6/icons/1/url,Table: home_tour_rooms,One:Many,4
hometourRooms/6/icons/2/type,Table: home_tour_rooms,One:Many,4
hometourRooms/6/icons/2/url,Table: home_tour_rooms,One:Many,4
hometourRooms/6/icons/3/type,Table: home_tour_rooms,One:Many,4
hometourRooms/6/icons/3/url,Table: home_tour_rooms,One:Many,4
hometourRooms/6/icons/4/type,Table: home_tour_rooms,One:Many,4
hometourRooms/6/icons/4/url,Table: home_tour_rooms,One:Many,4
hometourRooms/6/icons/5/type,Table: home_tour_rooms,One:Many,4
hometourRooms/6/icons/5/url,Table: home_tour_rooms,One:Many,4
hometourRooms/6/icons/6/type,Table: home_tour_rooms,One:Many,4
hometourRooms/6/icons/6/url,Table: home_tour_rooms,One:Many,4
hometourRooms/6/id,Table: home_tour_rooms,One:Many,2
hometourRooms/6/isShared,Table: home_tour_rooms,One:Many,2
hometourRooms/6/name,Table: home_tour_rooms,One:Many,2
hometourRooms/6/nameWithType,Table: home_tour_rooms,One:Many,2
hometourRooms/6/roomTypeId,Table: home_tour_rooms,One:Many,2
hometourRooms/7/highlightsHometour/0,Table: home_tour_rooms,One:Many,3
hometourRooms/7/icons/0/type,Table: home_tour_rooms,One:Many,4
hometourRooms/7/icons/0/url,Table: home_tour_rooms,One:Many,4
hometourRooms/7/id,Table: home_tour_rooms,One:Many,2
hometourRooms/7/isShared,Table: home_tour_rooms,One:Many,2
hometourRooms/7/name,Table: home_tour_rooms,One:Many,2
hometourRooms/7/nameWithType,Table: home_tour_rooms,One:Many,2
hometourRooms/7/roomTypeId,Table: home_tour_rooms,One:Many,2
hometourRooms/8/highlightsHometour/0,Table: home_tour_rooms,One:Many,3
hometourRooms/8/highlightsHometour/1,Table: home_tour_rooms,One:Many,3
hometourRooms/8/icons/0/type,Table: home_tour_rooms,One:Many,4
hometourRooms/8/icons/0/url,Table: home_tour_rooms,One:Many,4
hometourRooms/8/icons/1/type,Table: home_tour_rooms,One:Many,4
hometourRooms/8/icons/1/url,Table: home_tour_rooms,One:Many,4
hometourRooms/8/id,Table: home_tour_rooms,One:Many,2
hometourRooms/8/isShared,Table: home_tour_rooms,One:Many,2
hometourRooms/8/name,Table: home_tour_rooms,One:Many,2
hometourRooms/8/nameWithType,Table: home_tour_rooms,One:Many,2
hometourRooms/8/roomTypeId,Table: home_tour_rooms,One:Many,2
hometourRooms/9/highlightsHometour/0,Table: home_tour_rooms,One:Many,3
hometourRooms/9/icons/0/type,Table: home_tour_rooms,One:Many,4
hometourRooms/9/icons/0/url,Table: home_tour_rooms,One:Many,4
hometourRooms/9/icons/1/type,Table: home_tour_rooms,One:Many,4
hometourRooms/9/icons/1/url,Table: home_tour_rooms,One:Many,4
hometourRooms/9/id,Table: home_tour_rooms,One:Many,2
hometourRooms/9/isShared,Table: home_tour_rooms,One:Many,2
hometourRooms/9/name,Table: home_tour_rooms,One:Many,2
hometourRooms/9/nameWithType,Table: home_tour_rooms,One:Many,2
hometourRooms/9/roomTypeId,Table: home_tour_rooms,One:Many,2
hostGuidebook/guidebookUrl,Table: main,One:One,1
hostGuidebook/id,Table: main,One:One,1
hostGuidebook/localizedNameForHomesPdp,Table: main,One:One,1
hostGuidebook/title,Table: main,One:One,1
listingAmenities/0/description,Table: listing_amenities,One:Many,2
listingAmenities/0/id,Table: listing_amenities,One:Many,2
listingAmenities/0/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/0/name,Table: listing_amenities,One:Many,2
listingAmenities/1/description,Table: listing_amenities,One:Many,2
listingAmenities/1/id,Table: listing_amenities,One:Many,2
listingAmenities/1/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/1/name,Table: listing_amenities,One:Many,2
listingAmenities/2/description,Table: listing_amenities,One:Many,2
listingAmenities/2/id,Table: listing_amenities,One:Many,2
listingAmenities/2/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/2/name,Table: listing_amenities,One:Many,2
listingAmenities/3/description,Table: listing_amenities,One:Many,2
listingAmenities/3/id,Table: listing_amenities,One:Many,2
listingAmenities/3/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/3/name,Table: listing_amenities,One:Many,2
listingAmenities/4/description,Table: listing_amenities,One:Many,2
listingAmenities/4/id,Table: listing_amenities,One:Many,2
listingAmenities/4/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/4/name,Table: listing_amenities,One:Many,2
listingAmenities/5/description,Table: listing_amenities,One:Many,2
listingAmenities/5/id,Table: listing_amenities,One:Many,2
listingAmenities/5/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/5/name,Table: listing_amenities,One:Many,2
listingAmenities/6/description,Table: listing_amenities,One:Many,2
listingAmenities/6/id,Table: listing_amenities,One:Many,2
listingAmenities/6/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/6/name,Table: listing_amenities,One:Many,2
listingAmenities/7/description,Table: listing_amenities,One:Many,2
listingAmenities/7/id,Table: listing_amenities,One:Many,2
listingAmenities/7/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/7/name,Table: listing_amenities,One:Many,2
listingAmenities/8/description,Table: listing_amenities,One:Many,2
listingAmenities/8/id,Table: listing_amenities,One:Many,2
listingAmenities/8/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/8/name,Table: listing_amenities,One:Many,2
listingAmenities/9/description,Table: listing_amenities,One:Many,2
listingAmenities/9/id,Table: listing_amenities,One:Many,2
listingAmenities/9/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/9/name,Table: listing_amenities,One:Many,2
listingAmenities/10/description,Table: listing_amenities,One:Many,2
listingAmenities/10/id,Table: listing_amenities,One:Many,2
listingAmenities/10/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/10/name,Table: listing_amenities,One:Many,2
listingAmenities/11/description,Table: listing_amenities,One:Many,2
listingAmenities/11/id,Table: listing_amenities,One:Many,2
listingAmenities/11/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/11/name,Table: listing_amenities,One:Many,2
listingAmenities/12/description,Table: listing_amenities,One:Many,2
listingAmenities/12/id,Table: listing_amenities,One:Many,2
listingAmenities/12/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/12/name,Table: listing_amenities,One:Many,2
listingAmenities/13/description,Table: listing_amenities,One:Many,2
listingAmenities/13/id,Table: listing_amenities,One:Many,2
listingAmenities/13/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/13/name,Table: listing_amenities,One:Many,2
listingAmenities/14/description,Table: listing_amenities,One:Many,2
listingAmenities/14/id,Table: listing_amenities,One:Many,2
listingAmenities/14/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/14/name,Table: listing_amenities,One:Many,2
listingAmenities/15/description,Table: listing_amenities,One:Many,2
listingAmenities/15/id,Table: listing_amenities,One:Many,2
listingAmenities/15/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/15/name,Table: listing_amenities,One:Many,2
listingAmenities/16/description,Table: listing_amenities,One:Many,2
listingAmenities/16/id,Table: listing_amenities,One:Many,2
listingAmenities/16/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/16/name,Table: listing_amenities,One:Many,2
listingAmenities/17/description,Table: listing_amenities,One:Many,2
listingAmenities/17/id,Table: listing_amenities,One:Many,2
listingAmenities/17/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/17/name,Table: listing_amenities,One:Many,2
listingAmenities/18/description,Table: listing_amenities,One:Many,2
listingAmenities/18/id,Table: listing_amenities,One:Many,2
listingAmenities/18/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/18/name,Table: listing_amenities,One:Many,2
listingAmenities/19/description,Table: listing_amenities,One:Many,2
listingAmenities/19/id,Table: listing_amenities,One:Many,2
listingAmenities/19/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/19/name,Table: listing_amenities,One:Many,2
listingAmenities/20/description,Table: listing_amenities,One:Many,2
listingAmenities/20/id,Table: listing_amenities,One:Many,2
listingAmenities/20/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/20/name,Table: listing_amenities,One:Many,2
listingAmenities/21/description,Table: listing_amenities,One:Many,2
listingAmenities/21/id,Table: listing_amenities,One:Many,2
listingAmenities/21/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/21/name,Table: listing_amenities,One:Many,2
listingAmenities/22/description,Table: listing_amenities,One:Many,2
listingAmenities/22/id,Table: listing_amenities,One:Many,2
listingAmenities/22/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/22/name,Table: listing_amenities,One:Many,2
listingAmenities/23/description,Table: listing_amenities,One:Many,2
listingAmenities/23/id,Table: listing_amenities,One:Many,2
listingAmenities/23/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/23/name,Table: listing_amenities,One:Many,2
listingAmenities/24/description,Table: listing_amenities,One:Many,2
listingAmenities/24/id,Table: listing_amenities,One:Many,2
listingAmenities/24/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/24/name,Table: listing_amenities,One:Many,2
listingAmenities/25/description,Table: listing_amenities,One:Many,2
listingAmenities/25/id,Table: listing_amenities,One:Many,2
listingAmenities/25/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/25/name,Table: listing_amenities,One:Many,2
listingAmenities/26/description,Table: listing_amenities,One:Many,2
listingAmenities/26/id,Table: listing_amenities,One:Many,2
listingAmenities/26/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/26/name,Table: listing_amenities,One:Many,2
listingAmenities/27/description,Table: listing_amenities,One:Many,2
listingAmenities/27/id,Table: listing_amenities,One:Many,2
listingAmenities/27/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/27/name,Table: listing_amenities,One:Many,2
listingAmenities/28/description,Table: listing_amenities,One:Many,2
listingAmenities/28/id,Table: listing_amenities,One:Many,2
listingAmenities/28/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/28/name,Table: listing_amenities,One:Many,2
listingAmenities/29/description,Table: listing_amenities,One:Many,2
listingAmenities/29/id,Table: listing_amenities,One:Many,2
listingAmenities/29/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/29/name,Table: listing_amenities,One:Many,2
listingAmenities/30/description,Table: listing_amenities,One:Many,2
listingAmenities/30/id,Table: listing_amenities,One:Many,2
listingAmenities/30/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/30/name,Table: listing_amenities,One:Many,2
listingAmenities/31/description,Table: listing_amenities,One:Many,2
listingAmenities/31/id,Table: listing_amenities,One:Many,2
listingAmenities/31/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/31/name,Table: listing_amenities,One:Many,2
listingAmenities/32/description,Table: listing_amenities,One:Many,2
listingAmenities/32/id,Table: listing_amenities,One:Many,2
listingAmenities/32/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/32/name,Table: listing_amenities,One:Many,2
listingAmenities/33/description,Table: listing_amenities,One:Many,2
listingAmenities/33/id,Table: listing_amenities,One:Many,2
listingAmenities/33/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/33/name,Table: listing_amenities,One:Many,2
listingAmenities/34/description,Table: listing_amenities,One:Many,2
listingAmenities/34/id,Table: listing_amenities,One:Many,2
listingAmenities/34/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/34/name,Table: listing_amenities,One:Many,2
listingAmenities/35/description,Table: listing_amenities,One:Many,2
listingAmenities/35/id,Table: listing_amenities,One:Many,2
listingAmenities/35/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/35/name,Table: listing_amenities,One:Many,2
listingAmenities/36/description,Table: listing_amenities,One:Many,2
listingAmenities/36/id,Table: listing_amenities,One:Many,2
listingAmenities/36/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/36/name,Table: listing_amenities,One:Many,2
listingAmenities/37/description,Table: listing_amenities,One:Many,2
listingAmenities/37/id,Table: listing_amenities,One:Many,2
listingAmenities/37/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/37/name,Table: listing_amenities,One:Many,2
listingAmenities/38/description,Table: listing_amenities,One:Many,2
listingAmenities/38/id,Table: listing_amenities,One:Many,2
listingAmenities/38/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/38/name,Table: listing_amenities,One:Many,2
listingAmenities/39/description,Table: listing_amenities,One:Many,2
listingAmenities/39/id,Table: listing_amenities,One:Many,2
listingAmenities/39/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/39/name,Table: listing_amenities,One:Many,2
listingAmenities/40/description,Table: listing_amenities,One:Many,2
listingAmenities/40/id,Table: listing_amenities,One:Many,2
listingAmenities/40/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/40/name,Table: listing_amenities,One:Many,2
listingAmenities/41/description,Table: listing_amenities,One:Many,2
listingAmenities/41/id,Table: listing_amenities,One:Many,2
listingAmenities/41/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/41/name,Table: listing_amenities,One:Many,2
listingAmenities/42/description,Table: listing_amenities,One:Many,2
listingAmenities/42/id,Table: listing_amenities,One:Many,2
listingAmenities/42/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/42/name,Table: listing_amenities,One:Many,2
listingAmenities/43/description,Table: listing_amenities,One:Many,2
listingAmenities/43/id,Table: listing_amenities,One:Many,2
listingAmenities/43/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/43/name,Table: listing_amenities,One:Many,2
listingAmenities/44/description,Table: listing_amenities,One:Many,2
listingAmenities/44/id,Table: listing_amenities,One:Many,2
listingAmenities/44/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/44/name,Table: listing_amenities,One:Many,2
listingAmenities/45/description,Table: listing_amenities,One:Many,2
listingAmenities/45/id,Table: listing_amenities,One:Many,2
listingAmenities/45/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/45/name,Table: listing_amenities,One:Many,2
listingAmenities/46/description,Table: listing_amenities,One:Many,2
listingAmenities/46/id,Table: listing_amenities,One:Many,2
listingAmenities/46/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/46/name,Table: listing_amenities,One:Many,2
listingAmenities/47/description,Table: listing_amenities,One:Many,2
listingAmenities/47/id,Table: listing_amenities,One:Many,2
listingAmenities/47/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/47/name,Table: listing_amenities,One:Many,2
listingAmenities/48/description,Table: listing_amenities,One:Many,2
listingAmenities/48/id,Table: listing_amenities,One:Many,2
listingAmenities/48/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/48/name,Table: listing_amenities,One:Many,2
listingAmenities/49/description,Table: listing_amenities,One:Many,2
listingAmenities/49/id,Table: listing_amenities,One:Many,2
listingAmenities/49/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/49/name,Table: listing_amenities,One:Many,2
listingAmenities/50/description,Table: listing_amenities,One:Many,2
listingAmenities/50/id,Table: listing_amenities,One:Many,2
listingAmenities/50/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/50/name,Table: listing_amenities,One:Many,2
listingAmenities/51/description,Table: listing_amenities,One:Many,2
listingAmenities/51/id,Table: listing_amenities,One:Many,2
listingAmenities/51/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/51/name,Table: listing_amenities,One:Many,2
listingAmenities/52/description,Table: listing_amenities,One:Many,2
listingAmenities/52/id,Table: listing_amenities,One:Many,2
listingAmenities/52/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/52/name,Table: listing_amenities,One:Many,2
listingAmenities/53/description,Table: listing_amenities,One:Many,2
listingAmenities/53/id,Table: listing_amenities,One:Many,2
listingAmenities/53/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/53/name,Table: listing_amenities,One:Many,2
listingAmenities/54/description,Table: listing_amenities,One:Many,2
listingAmenities/54/id,Table: listing_amenities,One:Many,2
listingAmenities/54/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/54/name,Table: listing_amenities,One:Many,2
listingAmenities/55/description,Table: listing_amenities,One:Many,2
listingAmenities/55/id,Table: listing_amenities,One:Many,2
listingAmenities/55/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/55/name,Table: listing_amenities,One:Many,2
listingAmenities/56/description,Table: listing_amenities,One:Many,2
listingAmenities/56/id,Table: listing_amenities,One:Many,2
listingAmenities/56/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/56/name,Table: listing_amenities,One:Many,2
listingAmenities/57/description,Table: listing_amenities,One:Many,2
listingAmenities/57/id,Table: listing_amenities,One:Many,2
listingAmenities/57/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/57/name,Table: listing_amenities,One:Many,2
listingAmenities/58/description,Table: listing_amenities,One:Many,2
listingAmenities/58/id,Table: listing_amenities,One:Many,2
listingAmenities/58/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/58/name,Table: listing_amenities,One:Many,2
listingAmenities/59/description,Table: listing_amenities,One:Many,2
listingAmenities/59/id,Table: listing_amenities,One:Many,2
listingAmenities/59/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/59/name,Table: listing_amenities,One:Many,2
listingAmenities/60/description,Table: listing_amenities,One:Many,2
listingAmenities/60/id,Table: listing_amenities,One:Many,2
listingAmenities/60/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/60/name,Table: listing_amenities,One:Many,2
listingAmenities/61/description,Table: listing_amenities,One:Many,2
listingAmenities/61/id,Table: listing_amenities,One:Many,2
listingAmenities/61/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/61/name,Table: listing_amenities,One:Many,2
listingAmenities/62/description,Table: listing_amenities,One:Many,2
listingAmenities/62/id,Table: listing_amenities,One:Many,2
listingAmenities/62/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/62/name,Table: listing_amenities,One:Many,2
listingAmenities/63/description,Table: listing_amenities,One:Many,2
listingAmenities/63/id,Table: listing_amenities,One:Many,2
listingAmenities/63/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/63/name,Table: listing_amenities,One:Many,2
listingAmenities/64/description,Table: listing_amenities,One:Many,2
listingAmenities/64/id,Table: listing_amenities,One:Many,2
listingAmenities/64/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/64/name,Table: listing_amenities,One:Many,2
listingAmenities/65/description,Table: listing_amenities,One:Many,2
listingAmenities/65/id,Table: listing_amenities,One:Many,2
listingAmenities/65/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/65/name,Table: listing_amenities,One:Many,2
listingAmenities/66/description,Table: listing_amenities,One:Many,2
listingAmenities/66/id,Table: listing_amenities,One:Many,2
listingAmenities/66/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/66/name,Table: listing_amenities,One:Many,2
listingAmenities/67/description,Table: listing_amenities,One:Many,2
listingAmenities/67/id,Table: listing_amenities,One:Many,2
listingAmenities/67/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/67/name,Table: listing_amenities,One:Many,2
listingAmenities/68/description,Table: listing_amenities,One:Many,2
listingAmenities/68/id,Table: listing_amenities,One:Many,2
listingAmenities/68/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/68/name,Table: listing_amenities,One:Many,2
listingAmenities/69/description,Table: listing_amenities,One:Many,2
listingAmenities/69/id,Table: listing_amenities,One:Many,2
listingAmenities/69/isPresent,Table: listing_amenities,One:Many,2
listingAmenities/69/name,Table: listing_amenities,One:Many,2
listingExpectations/0/addedDetails,Table: listing_expectations,One:Many,2
listingExpectations/0/airmojiKey,Table: listing_expectations,One:Many,2
listingExpectations/0/title,Table: listing_expectations,One:Many,2
listingExpectations/0/type,Table: listing_expectations,One:Many,2
listingExpectations/1/addedDetails,Table: listing_expectations,One:Many,2
listingExpectations/1/airmojiKey,Table: listing_expectations,One:Many,2
listingExpectations/1/title,Table: listing_expectations,One:Many,2
listingExpectations/1/type,Table: listing_expectations,One:Many,2
listingExpectations/2/addedDetails,Table: listing_expectations,One:Many,2
listingExpectations/2/airmojiKey,Table: listing_expectations,One:Many,2
listingExpectations/2/title,Table: listing_expectations,One:Many,2
listingExpectations/2/type,Table: listing_expectations,One:Many,2
listingExpectations/3/addedDetails,Table: listing_expectations,One:Many,2
listingExpectations/3/airmojiKey,Table: listing_expectations,One:Many,2
listingExpectations/3/title,Table: listing_expectations,One:Many,2
listingExpectations/3/type,Table: listing_expectations,One:Many,2
listingExpectations/4/addedDetails,Table: listing_expectations,One:Many,2
listingExpectations/4/airmojiKey,Table: listing_expectations,One:Many,2
listingExpectations/4/title,Table: listing_expectations,One:Many,2
listingExpectations/4/type,Table: listing_expectations,One:Many,2
listingExpectations/5/addedDetails,Table: listing_expectations,One:Many,2
listingExpectations/5/airmojiKey,Table: listing_expectations,One:Many,2
listingExpectations/5/title,Table: listing_expectations,One:Many,2
listingExpectations/5/type,Table: listing_expectations,One:Many,2
listingExpectations/6/addedDetails,Table: listing_expectations,One:Many,2
listingExpectations/6/airmojiKey,Table: listing_expectations,One:Many,2
listingExpectations/6/title,Table: listing_expectations,One:Many,2
listingExpectations/6/type,Table: listing_expectations,One:Many,2
listingRooms/0/beds/0/id,Table: listing_rooms,One:Many,4
listingRooms/0/beds/0/quantity,Table: listing_rooms,One:Many,4
listingRooms/0/beds/0/type,Table: listing_rooms,One:Many,4
listingRooms/0/beds/1/id,Table: listing_rooms,One:Many,4
listingRooms/0/beds/1/quantity,Table: listing_rooms,One:Many,4
listingRooms/0/beds/1/type,Table: listing_rooms,One:Many,4
listingRooms/0/beds/2/id,Table: listing_rooms,One:Many,4
listingRooms/0/beds/2/quantity,Table: listing_rooms,One:Many,4
listingRooms/0/beds/2/type,Table: listing_rooms,One:Many,4
listingRooms/0/beds/3/id,Table: listing_rooms,One:Many,4
listingRooms/0/beds/3/quantity,Table: listing_rooms,One:Many,4
listingRooms/0/beds/3/type,Table: listing_rooms,One:Many,4
listingRooms/0/beds/4/id,Table: listing_rooms,One:Many,4
listingRooms/0/beds/4/quantity,Table: listing_rooms,One:Many,4
listingRooms/0/beds/4/type,Table: listing_rooms,One:Many,4
listingRooms/0/id,Table: listing_rooms,One:Many,2
listingRooms/0/roomNumber,Table: listing_rooms,One:Many,2
listingRooms/1/beds/0/id,Table: listing_rooms,One:Many,4
listingRooms/1/beds/0/quantity,Table: listing_rooms,One:Many,4
listingRooms/1/beds/0/type,Table: listing_rooms,One:Many,4
listingRooms/1/beds/1/id,Table: listing_rooms,One:Many,4
listingRooms/1/beds/1/quantity,Table: listing_rooms,One:Many,4
listingRooms/1/beds/1/type,Table: listing_rooms,One:Many,4
listingRooms/1/beds/2/id,Table: listing_rooms,One:Many,4
listingRooms/1/beds/2/quantity,Table: listing_rooms,One:Many,4
listingRooms/1/beds/2/type,Table: listing_rooms,One:Many,4
listingRooms/1/beds/3/id,Table: listing_rooms,One:Many,4
listingRooms/1/beds/3/quantity,Table: listing_rooms,One:Many,4
listingRooms/1/beds/3/type,Table: listing_rooms,One:Many,4
listingRooms/1/id,Table: listing_rooms,One:Many,2
listingRooms/1/roomNumber,Table: listing_rooms,One:Many,2
listingRooms/2/beds/0/id,Table: listing_rooms,One:Many,4
listingRooms/2/beds/0/quantity,Table: listing_rooms,One:Many,4
listingRooms/2/beds/0/type,Table: listing_rooms,One:Many,4
listingRooms/2/beds/1/id,Table: listing_rooms,One:Many,4
listingRooms/2/beds/1/quantity,Table: listing_rooms,One:Many,4
listingRooms/2/beds/1/type,Table: listing_rooms,One:Many,4
listingRooms/2/beds/2/id,Table: listing_rooms,One:Many,4
listingRooms/2/beds/2/quantity,Table: listing_rooms,One:Many,4
